Q10334928,13304-62-6
Q6765897,490-54-0
Q6704977,149882-10-0
Q6743165,24740-88-3
Q6731405,62055-05-4
Q6683616,69175-77-5
Q6680282,117857-45-1
Q6706607,117946-91-5
Q6731374,778571-57-6
Q677933,123-33-1
Q6704485,23255-59-6
Q6695342,136790-76-6
Q667184,75696-02-5
Q6710118,470666-31-0
Q6710338,70832-04-1
Q6760320,1350624-75-7
Q677,7439-89-6
Q6744548,59937-28-9
Q6748767,14013-15-1
Q6724151,441798-33-0
Q671772,130636-43-0
Q6678811,59729-31-6
Q6714084,207740-46-3
Q6777283,605-69-6
Q6714263,1354631-24-5
Q6784821,51154-96-2
Q6694396,76956-02-0
Q6696022,479-50-5
Q6725521,100507-74-2
Q6753428,39255-32-8
Q6695106,161178-07-0
Q6731399,7757-87-1
Q6743002,541-59-3
Q6817925,140-20-5
Q6812180,2919-66-6
Q6794291,1085337-57-0
Q6823963,374898-00-7
Q6823935,3843-74-1
Q6823643,126-31-8
Q6804826,58662-84-3
Q6822988,15351-09-4
Q6804368,64-55-1
Q6787831,519-02-8
Q6823901,93-30-1
Q6823970,14531-89-6
Q6811137,3576-88-3
Q6823983,22698-08-4
Q6812292,111188-56-8
Q6823955,17035-90-4
Q6804390,68562-41-4
Q6823968,7732-92-5
Q6822370,3624-87-1
Q6817118,28781-64-8
Q6823990,74698-44-5
Q6823919,135-07-9
Q6811443,2002-44-0
Q6822419,84031-17-4
Q6806652,32383-76-9
Q6823900,7063-51-6
Q6817816,20326-12-9
Q6823546,30674-80-7
Q6821107,7483-09-2
Q6823982,74698-38-7
Q6821189,468-54-2
Q6823939,153976-41-1
Q6812176,5633-18-1
Q6823920,65-04-3
Q6823933,121-98-2
Q6823613,721-19-7
Q6807950,943962-60-5
Q6807285,977-79-7
Q6823987,1484-85-1
Q6817231,71628-96-1
Q6823595,295327-13-8
Q6823338,3734-52-9
Q6823545,920-46-7
Q6823517,17692-51-2
Q6823981,65033-29-6
Q6816337,83784-21-8
Q6821618,5588-33-0
Q6807292,2668-66-8
Q6817577,2623-23-6
Q680191,594-42-3
Q6804360,3625-07-8
Q6823966,16008-36-9
Q6808975,595-33-5
Q6817797,25990-43-6
Q6823979,74698-45-6
Q6821182,29053-27-8
Q6823932,13256-07-0
Q6798291,42024-98-6
Q6810939,38081-16-2
Q6804380,3568-00-1
Q6820147,301842-37-5
Q6823986,74698-43-4
Q6807947,7195-27-9
Q6823531,3734-26-7
Q6823309,1665-48-1
Q6823899,20763-19-3
Q6823403,272780-74-2
Q6823993,39235-63-7
Q6821699,109671-55-8
Q681387,6915-57-7
Q6810940,13957-36-3
Q6822173,64795-35-3
Q6804828,340-57-8
Q6823931,80-63-7
Q680932,286-08-8
Q6817819,21362-69-6
Q6823944,676-97-1
Q6817800,100-92-5
Q6823985,451-77-4
Q6823957,22113-87-7
Q6823665,467-43-6
Q6823929,155638-80-5
Q6808812,64332-37-2
Q6794110,170569-88-7
Q6823951,2229-07-4
Q6823556,207740-41-8
Q6823923,54687-43-3
Q6817839,495-70-5
Q6802431,96795-89-0
Q6823977,32231-06-4
Q6817820,17854-59-0
Q6804827,2013-58-3
Q6817833,1247-42-3
Q6817554,494-90-6
Q6813065,480-33-1
Q6822502,139968-49-3
Q6823271,3571-71-9
Q6817818,104713-75-9
Q6823610,5818-17-7
Q6823984,74698-50-3
Q6824210,2154-02-1
Q6841079,137424-80-7
Q6927482,58239-89-7
Q6912244,478-29-5
Q6850472,139886-32-1
Q6824029,502-39-6
Q6896941,14221-06-8
Q6948247,35891-70-4
Q6933784,102841-42-9
Q6824023,64058-44-2
Q6883597,216503-58-1
Q6913407,639-46-3
Q6875874,13551-87-6
Q682497,21738-42-1
Q687686,125-68-8
Q6890329,2210-63-1
Q6913376,469-81-8
Q6823996,3487-44-3
Q685119,390-28-3
Q68566,112885-41-3
Q6927481,3572-74-5
Q6885419,1338225-97-0
Q6824163,66960-34-7
Q6917147,677010-34-3
Q6896953,12184-22-4
Q6913355,280-66-0
Q6901670,1746-81-2
Q6824050,694-56-4
Q6937233,331741-94-7
Q6862841,105051-87-4
Q6824007,514-61-4
Q6943974,70855-59-3
Q6824283,103980-45-6
Q6913406,87777-29-5
Q6901900,13977-65-6
Q6871576,4464-16-8
Q6824001,3149-68-6
Q6896832,94746-78-8
Q6824400,1949-45-7
Q6871627,22688-79-5
Q6824219,5377-20-8
Q6901490,502-54-5
Q6873840,862189-95-5
Q6901739,474645-27-7
Q693482,162401-32-3
Q6824062,56-04-2
Q6947140,222050-77-3
Q6882383,179602-65-4
Q6824213,1129-41-5
Q6912761,65847-85-0
Q6839784,52093-21-7
Q6839436,101043-37-2
Q6943638,218133-96-1
Q684379,78281-72-8
Q6901567,2272-11-9
Q6824154,20229-30-5
Q6881926,85622-95-3
Q6948278,3332-27-2
Q6913412,125-23-5
Q6856299,103-45-7
Q6824067,89315-13-9
Q6873205,117523-47-4
Q6890447,1159266-37-1
Q6930896,366017-09-6
Q6908807,1050-79-9
Q6827784,3704-09-4
Q6842945,120685-11-2
Q6827850,235114-32-6
Q6823999,52775-77-6
Q6913266,6713-27-5
Q6902068,23869-24-1
Q6905260,156616-23-8
Q68484,179474-81-8
Q6948223,17912-87-7
Q6863173,25905-77-5
Q685310,22683-78-9
Q682532,6961-46-2
Q6865251,101212-63-9
Q6824053,155-41-9
Q6909468,6536-18-1
Q6824399,31112-62-6
Q6933852,36069-45-1
Q6827783,116644-53-2
Q6824158,17692-22-7
Q6824186,5152-30-7
Q6869421,195189-17-4
Q6948297,124-25-4
Q6823998,52775-76-5
Q6884708,50924-49-7
Q68414,109872-41-5
Q6863285,62571-87-3
Q6917202,453562-69-1
Q6824052,86401-95-8
Q6881893,459-86-9
Q6897442,1392-51-4
Q68406,160845-95-4
Q6826627,27432-00-4
Q6931218,488-11-9
Q6917197,246252-04-0
Q6824116,672-87-7
Q6965855,70695-02-2
Q6951386,113-48-4
Q6955222,951650-22-9
Q6958167,3771-19-5
Q695442,56-91-7
Q6996050,162774-06-3
Q7030497,639-48-5
Q6984256,3947-65-7
Q6951380,589-08-2
Q6951324,21581-37-3
Q6984655,97205-34-0
Q69488,42542-10-9
Q7037737,6506-37-2
Q6989992,439687-69-1
Q6953369,149860-29-7
Q6954775,250685-44-0
Q6951969,113737-52-3
Q6954747,1358039-07-2
Q6951344,89-52-1
Q6965148,676258-98-3
Q6995920,698387-09-6
Q6951398,137361-05-8
Q6996288,102771-12-0
Q6953947,476322-70-0
Q6966633,12385-13-6
Q7028298,1314-05-2
Q7039308,3236-82-6
Q6951351,7772-94-3
Q6951323,86-56-6
Q6964882,84-86-6
Q6958145,149649-22-9
Q6951349,90319-06-5
Q6958199,84145-90-4
Q6986146,95734-82-0
Q6951996,60209-41-8
Q6951371,4801-58-5
Q7028230,3264-82-2
Q6951356,103-47-9
Q7039435,84845-75-0
Q6951369,2591-86-8
Q6955233,136623-01-3
Q6997373,124584-08-3
Q6984546,138661-01-5
Q6992128,906-33-2
Q6952342,50700-49-7
Q6956778,58019-65-1
Q6961789,115966-23-9
Q6961010,73674-85-8
Q6951322,96-80-0
Q6999822,161600-01-7
Q7030505,128326-80-7
Q6951363,1354631-28-9
Q7016415,3248-91-7
Q6964881,81-30-1
Q6951348,2620-63-5
Q695611,68302-57-8
Q7028301,16812-54-7
Q6957316,150631-27-9
Q6951396,39742-60-4
Q6965699,521-40-4
Q6956984,74912-19-9
Q7031552,37682-29-4
Q6948508,467-18-5
Q6958243,57149-07-2
Q6949371,76706-55-3
Q6953205,131733-92-1
Q6985503,906805-06-9
Q7037489,75530-68-6
Q6951400,22293-25-0
Q6998092,1296818-77-3
Q6990276,839713-36-9
Q6992618,83841-55-8
Q7028925,808-24-2
Q6985623,103844-77-5
Q6961001,16676-26-9
Q6952318,115388-32-4
Q6951367,59880-97-6
Q7033077,28380-24-7
Q6958201,1845-11-0
Q7037475,22609-73-0
Q6990833,99453-84-6
Q7038740,883973-98-6
Q6951387,5262-39-5
Q6951318,101-96-2
Q6960874,152658-17-8
Q6991226,75272-39-8
Q6960846,916072-89-4
Q6961860,1226761-65-4
Q7002397,102577-25-3
Q6961013,20410-95-1
Q6954850,134532-03-9
Q6951379,51018-28-1
Q6995889,219810-59-0
Q6958175,64212-22-2
Q6961039,740873-06-7
Q6955228,123653-11-2
Q6951360,3567-12-2
Q6966071,1188275-92-4
Q6965371,22292-91-7
Q6954330,143205-42-9
Q7049784,157115-85-0
Q7051185,6533-00-2
Q7050956,3836-23-5
Q7053207,3376-94-1
Q7041230,116313-94-1
Q7062961,72578-97-3
Q7076680,1843-05-6
Q7077117,47166-67-6
Q7067325,15599-39-0
Q7072022,614-78-8
Q7041448,104-04-1
Q7053519,10379-11-0
Q7086404,111-58-0
Q7041263,58842-20-9
Q7076685,3268-87-9
Q7051184,848-21-5
Q7050955,52-78-8
Q7041383,1716-22-9
Q7074645,803712-67-6
Q7072275,19916-73-5
Q7083106,763113-22-0
Q7048249,147149-76-6
Q7067311,4985-15-3
Q704048,92481-94-2
Q7086437,22033-87-0
Q7041490,13782-02-0
Q704767,39895-81-3
Q7053200,77-17-8
Q7071155,32131-17-2
Q7077016,543-82-8
Q7072006,614-60-8
Q7076285,101343-69-5
Q7060761,67018-85-3
Q7050291,79595-97-4
Q7089596,167305-00-2
Q7050470,497-38-1
Q7041482,133-58-4
Q7076684,13767-12-9
Q7050483,13583-21-6
Q7049170,6833-84-7
Q7053205,561-48-8
Q7088501,1007223-17-7
Q7041461,1122-60-7
Q7076691,4724-47-4
Q7077128,118-60-5
Q7070620,54048-10-1
Q7078368,159445-64-4
Q7071999,874745-42-3
Q7048519,58652-20-3
Q7050488,18717-72-1
Q7076742,169132-62-1
Q7077122,6701-17-3
Q7047427,1404-15-5
Q7071993,342882-77-3
Q7041453,2149-70-4
Q7050774,500-38-9
Q7041494,53520-53-9
Q7050426,105618-26-6
Q7075663,1169956-08-4
Q7076696,3055-98-9
Q7039974,61-57-4
Q7040139,631-07-2
Q7041517,16398-39-3
Q7076690,638-66-4
Q7077127,29836-26-8
Q7050960,38673-38-0
Q7073093,85618-21-9
Q7086489,143-28-2
Q7050446,78715-23-8
Q704923,872689-63-9
Q7071992,336615-64-6
Q7051181,35189-28-7
Q7041493,17495-81-7
Q7071299,41114-59-4
Q7081816,484-76-4
Q7041503,19881-18-6
Q7086490,112-90-3
Q7051399,1531-12-0
Q7076759,10544-50-0
Q7069952,81956-07-2
Q706868,109716-83-8
Q7088538,106730-54-5
Q7041485,340-52-3
Q7076687,21107-56-2
Q7088466,868049-49-4
Q7089373,26833-87-4
Q704203,98-50-0
Q707939,83507-69-1
Q7041828,946414-94-4
Q7051224,481-88-9
Q7083108,1024603-93-7
Q704769,64436-13-1
Q7088765,64224-21-1
Q7050437,991-42-4
Q7060769,6795-60-4
Q7076760,80-50-2
Q7067904,475-83-2
Q7049165,16985-03-8
Q7041515,556-89-8
Q7040869,25269-04-9
Q7118312,187235-37-6
Q7089956,873697-71-3
Q7104396,79440-51-0
Q7115114,64487-69-0
Q7118931,25322-68-3
Q7089950,529-40-8
Q7117924,384329-61-7
Q7090184,181296-84-4
Q7101735,1244028-73-6
Q7115912,330988-72-2
Q7105019,1314241-10-5
Q7115759,17442-18-1
Q7119052,851728-60-4
Q7120397,7519-36-0
Q7119897,15923-78-1
Q7101491,213327-37-8
Q7116020,73697-35-5
Q7106486,137275-80-0
Q7089934,181816-48-8
Q7103718,480-23-9
Q7119044,910376-39-5
Q7101734,210821-63-9
Q7116181,37209-62-4
Q7116652,1167985-17-2
Q7107372,128607-22-7
Q7091960,67656-42-2
Q7116885,7334-23-8
Q7115118,1056549-35-9
Q7119051,710654-74-3
Q7098691,145941-26-0
Q7118323,172906-90-0
Q7100015,113617-63-3
Q7105703,160492-56-8
Q7119896,123464-89-1
Q7115087,359-40-0
Q7115903,2277-92-1
Q7115112,56433-44-4
Q7119049,1188296-52-7
Q7103387,78994-24-8
Q7115929,15687-41-9
Q7101733,156685-94-8
Q7120083,149017-66-3
Q7091711,1133766-06-9
Q7116457,1310680-64-8
Q7115104,126-93-2
Q7115729,90729-41-2
Q7098084,495-27-2
Q7116109,50-10-2
Q7118990,141286-78-4
Q7110267,31323-50-9
Q7108427,193153-04-7
Q7115199,53716-50-0
Q7103624,34414-83-0
Q7118988,64-52-8
Q7119895,82668-33-5
Q7116436,82571-53-7
Q7090187,176894-09-0
Q7119490,85340-56-3
Q7101738,639068-99-8
Q7108506,881191-44-2
Q7115623,20559-55-1
Q7118028,315183-21-2
Q7115109,6569-83-1
Q7102878,171099-57-3
Q7116889,14364-05-7
Q7120374,65527-63-1
Q7101732,949588-40-3
Q7120082,172889-27-9
Q7104316,5580-32-5
Q7118741,23062-91-1
Q7116108,125-13-3
Q7118739,123594-64-9
Q7115044,4721-69-1
Q7094502,486-62-4
Q7119894,187665-65-2
Q7119395,130445-55-5
Q7099512,15139-76-1
Q7116102,153-87-7
Q7118874,154130-99-1
Q7119420,5625-37-6
Q7116143,29700-22-9
Q7104402,463-83-2
Q7104302,186348-23-2
Q7115921,2497-07-6
Q7119205,478149-53-0
Q7099046,522-60-1
Q7116606,56784-39-5
Q7116022,54934-75-7
Q7118738,444088-20-4
Q7115043,1254-35-9
Q7115169,1186098-83-8
Q7115762,546-32-7
Q7119046,748806-39-5
Q7101736,868273-06-7
Q7115662,42281-59-4
Q7108517,686344-29-6
Q7115050,26629-86-7
Q7115675,30286-75-0
Q7118494,77160-83-9
Q7115700,72830-39-8
Q7165027,12354-84-6
Q7164920,5667-70-9
Q7168160,758-48-5
Q7164918,19504-40-6
Q7164959,460-73-1
Q7168158,354-80-3
Q7168557,62327-61-1
Q7131192,87726-17-8
Q7165333,2173-56-0
Q7180497,84-12-8
Q7168152,678-26-2
Q7168165,307-35-7
Q7133613,129476-58-0
Q7128408,1935-18-8
Q7179950,108351-35-5
Q7129023,606-04-2
Q7165274,434-43-5
Q7134533,90736-23-5
Q7135218,53-33-8
Q7133221,61032-80-2
Q7127523,162394-19-6
Q7160789,99210-65-8
Q7166509,26305-03-3
Q7124105,552-41-0
Q7180982,13401-40-6
Q7120734,857652-30-3
Q7139934,1312797-14-0
Q7164937,29756-45-4
Q7179563,459856-18-9
Q7165260,144-44-5
Q7133612,38212-33-8
Q7169514,14691-52-2
Q7160813,330988-75-5
Q7129767,124423-84-3
Q7124104,23180-57-6
Q7120654,817204-33-4
Q7166950,1526-83-6
Q7168156,375-72-4
Q7124352,595566-61-3
Q7136602,269718-84-5
Q7131441,404950-80-7
Q7124393,133737-32-3
Q7160547,130167-69-0
Q7133617,38212-30-5
Q7162195,983-85-7
Q7157043,444731-52-6
Q7148077,1262787-83-6
Q7169475,31348-80-8
Q7168163,338-84-1
Q7127719,13709-55-2
Q7163053,12627-35-9
Q7166522,106362-32-7
Q7168519,553-84-4
Q716544,19379-90-9
Q7171781,26577-85-5
Q715317,72-89-9
Q7169687,160041-34-9
Q7120540,869493-21-0
Q7130395,96281-31-1
Q7133616,14367-46-5
Q7165029,68616-83-1
Q7136297,26513-79-1
Q7120732,388575-52-8
Q7160794,885051-90-1
Q7165277,124505-87-9
Q715104,692-13-7
Q7157014,103255-66-9
Q7168162,754-91-6
Q7121081,132489-69-1
Q7169512,125239-87-4
Q7144372,5986-55-0
Q7171218,1182-87-2
Q7168395,84638-28-8
Q7178319,3627-62-1
Q7162004,69372-19-6
Q7166882,89957-37-9
Q7130425,53608-75-6
Q7120417,29321-75-3
Q7168154,78560-44-8
Q7165028,60-30-0
Q7165276,37300-21-3
Q7179425,6988-81-4
Q7165191,1028-33-7
Q7131437,885053-97-4
Q7178320,3627-48-3
Q7180977,24394-14-7
Q7168161,375-95-1
Q7124122,186953-56-0
Q7164947,2570-26-5
Q7144428,81120-73-2
Q7161723,91587-01-8
Q7141848,331243-22-2
Q7131971,80349-58-2
Q7144397,1202526-59-7
Q7160603,906450-24-6
Q7164954,354-64-3
Q7178786,78-12-6
Q7164926,16972-33-1
Q7165334,698963-77-8
Q7171293,144912-63-0
Q7181443,92-12-6
Q7190610,79201-85-7
Q7181415,28047-15-6
Q7191298,1310680-64-8
Q7181330,42045-97-6
Q7181428,29443-41-2
Q7197338,4085-31-8
Q7199623,754-10-9
Q7190608,10083-24-6
Q7190969,182415-09-4
Q7196412,102-61-4
Q7182926,77108-00-0
Q7181228,52589-11-4
Q7181435,638-21-1
Q7187717,96087-37-5
Q7181401,3818-37-9
Q7187438,11120-02-8
Q7181442,618-41-7
Q7197544,78541-97-6
Q7197337,123683-33-0
Q7199622,69542-93-4
Q7181327,467-84-5
Q7191888,2738-64-9
Q7197510,17243-64-0
Q7190435,39640-14-7
Q7197357,54160-31-5
Q7194604,534-84-9
Q7197715,57932-12-4
Q7199030,90685-01-1
Q7181347,55-52-7
Q7199015,54063-52-4
Q7188203,87-41-2
Q7198008,50892-23-4
Q71969,100-97-0
Q7197336,84762-34-5
Q7187544,36357-77-4
Q7198049,68298-00-0
Q7181395,56153-30-1
Q7181339,2257-09-2
Q7186528,128129-56-6
Q7198071,55149-05-8
Q7198015,33605-94-6
Q7181405,93-88-9
Q7187065,370-14-9
Q7190613,99-93-4
Q7194603,706779-91-1
Q7199626,306-19-4
Q7193709,19721-56-3
Q7198091,65950-99-4
Q7188202,496-14-0
Q7181340,90-49-3
Q7181438,784118-64-5
Q7194651,13495-09-5
Q7190966,5636-92-0
Q7181394,562-26-5
Q7181338,147-55-7
Q7186527,501-97-3
Q7198070,39186-49-7
Q7196463,56246-31-2
Q7194856,52463-83-9
Q7195029,106469-52-7
Q7189490,2507-24-6
Q7181238,6873-13-8
Q7197355,77-03-2
Q7181486,357-67-5
Q7193849,64000-73-3
Q7181332,127-35-5
Q7187576,7789-59-5
Q7197283,77472-98-1
Q7181345,103-03-7
Q7197255,3105-95-1
Q71982,1022-31-7
Q7181424,27503-81-7
Q7197959,1043-21-6
Q7181437,637-44-5
Q7181409,56390-15-9
Q7190965,144035-83-6
Q7187470,26088-25-5
Q7181393,468-07-5
Q7181337,207740-42-9
Q7191060,181630-15-9
Q7198067,16378-22-6
Q7187368,37558-16-0
Q7198039,79548-73-5
Q7181429,7568-93-6
Q7199624,630-18-2
Q7190609,530-14-3
Q7181329,129-83-9
Q7188825,98570-83-3
Q7197361,20069-09-4
Q7197195,84-04-8
Q7181408,2597-03-7
Q7197205,2167-85-3
Q7187413,4104-14-7
Q7181336,469-80-7
Q7181308,101-93-9
Q7194521,88069-67-4
Q719694,70-07-5
Q7181430,6273-83-2
Q7181402,673-31-4
Q7246894,76-76-6
Q7239909,1434-54-4
Q7226083,80181-31-3
Q7247120,59828-07-8
Q7249892,470-43-9
Q7234718,578-36-9
Q7243719,524684-52-4
Q7226282,123864-00-6
Q7240024,377727-87-2
Q7238394,52549-17-4
Q7247552,29106-49-8
Q722962,36557-05-8
Q7249684,2631-37-0
Q7227765,1178862-65-1
Q7227611,3761-53-3
Q7234694,17175-66-5
Q7247908,1094-08-2
Q724426,9004-64-2
Q7233326,252260-02-9
Q721202,71-62-5
Q723321,7704-72-5
Q7226573,9004-73-3
Q7226724,197703-46-1
Q7205081,77016-85-4
Q7239897,1098-45-9
Q7238365,99522-79-9
Q7226181,9003-97-8
Q7225952,35473-38-2
Q7247551,20315-25-7
Q7247564,13931-64-1
Q720356,478-43-3
Q7204737,159940-37-1
Q7199690,784209-05-8
Q722419,97825-25-7
Q7227099,346-18-9
Q723781,26386-88-9
Q7204957,72704-01-9
Q7230327,500-77-6
Q7242994,147191-91-1
Q7238828,92623-83-1
Q7226132,133029-32-0
Q7247891,428-37-5
Q7240235,57435-86-6
Q7245992,499212-74-7
Q7249621,68832-13-3
Q7226864,308068-00-0
Q7247556,37064-30-5
Q7204785,125-65-5
Q7226086,25068-26-2
Q7238392,103177-37-3
Q7245902,21411-53-0
Q7247550,41743-41-3
Q7230068,97067-70-4
Q7249739,1610-18-0
Q7242858,346688-38-8
Q7226093,9003-21-8
Q7200426,945781-29-3
Q7239696,599-33-7
Q7227151,9003-22-9
Q7204956,16462-65-0
Q724424,1344-00-9
Q7226310,29658-26-2
Q722387,108050-54-0
Q7226502,25249-16-5
Q723153,545-06-2
Q7247555,29106-51-2
Q7226308,28014-46-2
Q7239107,2409-26-9
Q7246827,54532-46-6
Q7238143,35080-11-6
Q7247621,3734-17-6
Q7248362,6620-60-6
Q7245901,21102-49-8
Q7240518,57526-81-5
Q7248319,52829-30-8
Q7234707,13601-11-1
Q723117,2179-37-5
Q7249694,34184-77-5
Q7246819,302-33-0
Q7204955,131889-82-2
Q72426,9016-45-9
Q7239912,1247-64-9
Q7209234,596-50-9
Q7237376,6673-35-4
Q7240579,390-64-7
Q7242849,5370-41-2
Q7226084,24938-68-9
Q7204947,137551-37-2
Q7234721,18583-60-3
Q7234706,16924-00-8
Q7225947,66794-54-5
Q7227206,19171-19-8
Q7239694,29069-24-7
Q722,7440-62-2
Q7227567,69004-04-2
Q7226506,24939-03-5
Q7199672,55299-10-0
Q7243701,8064-60-6
Q7234713,17218-47-2
Q7226155,25608-40-6
Q7272223,97548-97-5
Q7272085,2487-63-0
Q7250929,23476-83-7
Q7263414,98-97-5
Q7252009,136-70-9
Q7252078,1453-93-6
Q7250094,106-96-7
Q7272330,8003-22-3
Q7263606,51953-17-4
Q7253051,552-59-0
Q7268318,252557-25-8
Q7256633,87625-62-5
Q7259273,19077-86-2
Q7251124,59-58-5
Q7250465,2315-68-6
Q7272243,128-80-3
Q7263600,53112-28-0
Q7272714,950769-58-1
Q7250478,952017-05-9
Q7250158,76448-31-2
Q7272228,3000-39-3
Q7255746,80888-36-4
Q7250472,587-61-1
Q7272542,120138-50-3
Q7252883,69815-38-9
Q7251822,58416-00-5
Q7272222,73-49-4
Q7273255,101564-56-1
Q7271328,6089-05-6
Q7263605,53558-25-1
Q7260202,65995-64-4
Q7263674,74847-35-1
Q7265454,183239-39-6
Q7250078,545-93-7
Q7251968,55056-80-9
Q7256532,52617-25-1
Q7269871,642-38-6
Q7272227,10592-65-1
Q7250251,3638-82-2
Q7263418,274-71-5
Q7250471,10042-59-8
Q7272541,31721-17-2
Q7253027,99-18-3
Q7256580,714954-37-7
Q7261541,569-77-7
Q7250550,466-06-8
Q7250469,2217-08-5
Q7269571,4080-31-3
Q7260201,88847-11-4
Q7250328,362-29-8
Q7275744,4778-96-5
Q7250476,57559-68-9
Q7272100,84087-01-4
Q7263652,69275-10-1
Q7263194,83947-94-8
Q7250470,75-55-8
Q7250097,2921-92-8
Q7250468,51799-32-7
Q7252904,603-00-9
Q7260200,103616-63-3
Q7250421,86-43-1
Q7256728,524-97-0
Q7271973,1228538-47-3
Q7252832,5696-09-3
Q7271320,29125-80-2
Q7263585,34803-66-2
Q7272074,20493-41-8
Q725037,38966-29-9
Q7250190,561-76-2
Q7263592,99007-20-2
Q7273252,60618-49-7
Q7254529,90-29-9
Q7263203,419538-69-5
Q7251804,2275-18-5
Q7263769,25769-03-3
Q7250075,12758-40-6
Q7256115,18642-23-4
Q7250320,551-27-9
Q7268283,69924-29-4
Q726875,23445-02-5
Q7263584,77464-35-8
Q7269633,70018-51-8
Q7272073,82768-85-2
Q7272557,4774-24-7
Q7263415,36118-45-3
Q7263776,22155-91-5
Q7252079,7755-01-3
Q7260204,103488-38-6
Q7253203,443144-26-1
Q7263202,14008-96-9
Q7263770,785722-57-8
Q7255269,13580-23-9
Q7250340,10321-12-7
Q7250466,626-77-7
Q7252902,177708-09-7
Q726795,121-46-0
Q7250338,15686-91-6
Q7260199,103488-37-5
Q7272628,68373-11-5
Q7250473,1354632-00-0
Q7278112,205701-85-5
Q7317390,37816-19-6
Q729213,55985-32-5
Q7334422,75859-04-0
Q7334297,99593-25-6
Q7335107,38640-92-5
Q7317388,1245-15-4
Q7289964,76168-82-6
Q7277837,652978-45-5
Q7331165,2540-54-7
Q7316667,483-65-8
Q7334301,872514-65-3
Q7275904,135949-60-9
Q7277678,185376-97-0
Q7307980,153101-26-9
Q7280124,219846-31-8
Q7277829,752958-88-6
Q7280510,12772-57-5
Q731009,135-67-1
Q7301602,90098-04-7
Q7320229,155-58-8
Q7318972,95847-87-3
Q7301989,93908-02-2
Q730429,102989-24-2
Q7318417,9041-08-1
Q7311555,61-73-4
Q7279814,84225-95-6
Q7321115,497-78-9
Q7334300,501081-76-1
Q7276132,1345970-42-4
Q7279008,545-59-5
Q7277828,146145-21-3
Q7316645,224452-66-8
Q7333206,129791-92-0
Q7279762,137530-41-7
Q7277835,130342-81-3
Q7293074,147254-64-6
Q7299607,78466-98-5
Q7282705,944548-37-2
Q7276131,1345966-78-0
Q7277302,579482-31-8
Q7310905,150375-75-0
Q7297093,565451-13-0
Q7307897,313348-27-5
Q7277827,146145-20-2
Q732234,53-34-9
Q729863,59-32-5
Q7311505,128298-28-2
Q7279820,946832-34-4
Q7336984,538-79-4
Q7277962,74915-64-3
Q7320283,83654-05-1
Q7334473,32953-89-2
Q727742,75-56-9
Q7276249,82668-32-4
Q7277834,130342-80-2
Q7316808,127-47-9
Q7336329,94-12-2
Q730606,274-07-7
Q7336743,34914-39-1
Q7320168,4348-76-9
Q7293058,58994-96-0
Q7296272,131-03-3
Q7294040,592-95-0
Q7334399,35615-72-6
Q7277841,155337-52-3
Q7313544,72679-47-1
Q7311799,308242-62-8
Q7322878,117086-68-7
Q7277826,146145-17-7
Q7276696,1028307-48-3
Q7321233,18928-00-2
Q7277839,135367-08-7
Q7277961,143782-63-2
Q7314016,73080-51-0
Q7316807,79-81-2
Q7318276,5817-39-0
Q7277959,73625-11-3
Q7335571,26308-28-1
Q7321711,76-66-4
Q732517,55130-03-5
Q731525,132203-70-4
Q7290345,947687-13-0
Q7280139,869884-78-6
Q733186,144701-48-4
Q7277840,133647-95-7
Q7302580,76053-16-2
Q7316883,820957-38-8
Q7312052,442201-24-3
Q7277825,143982-09-6
Q7281693,1253180-81-2
Q7314015,144980-29-0
Q7334443,49697-38-3
Q7277832,160948-17-4
Q7277958,107008-28-6
Q7296826,182760-06-1
Q7277679,143137-35-3
Q7276853,91556-75-1
Q7320232,500-65-2
Q7331160,540-12-5
Q7388912,288150-92-5
Q7375407,909402-77-3
Q7359418,121840-95-7
Q7390716,205881-86-3
Q7339204,2285-16-7
Q7389133,20068-90-0
Q7389811,1048038-90-9
Q7392763,146362-70-1
Q7360657,1174008-79-7
Q7363297,909395-70-6
Q7361410,136199-02-5
Q7372436,60023-92-9
Q7367466,84954-92-7
Q7339199,91917-65-6
Q7389140,160098-96-4
Q7390598,67287-49-4
Q7388911,249889-64-3
Q7387047,21593-77-1
Q736113,23674-86-4
Q7353534,132864-75-6
Q7361449,18356-28-0
Q7392714,657408-07-6
Q7389138,148260-92-8
Q738452,129496-10-2
Q7390272,6266-99-5
Q735561,7789-06-2
Q7385274,71653-63-9
Q7368629,142386-38-7
Q7339203,189744-46-5
Q7388903,160296-13-9
Q7353846,72657-23-9
Q7381696,943976-23-6
Q7352933,3020-09-5
Q7387033,135722-27-9
Q7366803,58735-64-1
Q738815,146-36-1
Q7339208,169675-09-6
Q7388908,181632-25-7
Q7371347,58204-17-4
Q7376558,283173-50-2
Q7390271,31993-01-8
Q7387040,885490-15-3
Q7356764,6391-64-6
Q7376181,169939-94-0
Q7370547,355151-12-1
Q7376194,19466-41-2
Q7388915,371980-98-2
Q735059,12138-07-7
Q7389750,229639-56-9
Q737743,309-29-5
Q7381206,2098-66-0
Q7392759,192703-06-3
Q7387060,21704-46-1
Q7388203,878141-96-9
Q7338968,185428-18-6
Q7390719,3476-88-8
Q7363205,128517-07-7
Q7388907,170230-39-4
Q7383611,941678-49-5
Q7389023,152121-47-6
Q7340759,934235-44-6
Q734985,934216-54-3
Q7387052,2936-69-8
